Candidate_ID,Gender,Race,Age,Education,Experience_Years,Job_Role_Applied,Skills,Certifications,Screening_Score,Selected
mostly99-1e42-4fb8-b3c2-f6307540dd0a,Female,Asian,35,Bachelor,3,Software Engineer,"R, Deep Learning, Statistics",None,122.8,No
mostly1d-2af7-40cf-899d-3de698d81eb8,Non-binary,White,20,Bachelor,16,Project Manager,"Scrum, Agile, Leadership",AWS,79.2,No
mostlyaf-c05d-4c43-9770-bfd7bada9158,Male,Asian,24,Master,2,Sales Executive,"Machine Learning, Python, SQL",None,80.4,No
mostly80-fe2a-49e4-9683-115e51f6bf8e,Female,Other,33,Bachelor,3,Software Engineer,_RARE_,None,89.6,No
mostlyc4-2240-4435-85df-60f0b1a49337,Female,Black,34,Bachelor,4,Software Engineer,_RARE_,Scrum Master,87.0,No
mostly60-ec78-4cc2-9191-376ef87bac07,Female,Asian,47,Bachelor,21,HR Manager,"CRM, Presentation, Cold Calling",AWS,87.3,No
mostlyae-b3e0-4d73-8aa7-cdfcb64ea616,Non-binary,Black,30,High School,7,Software Engineer,"Python, SQL, Deep Learning",None,95.9,No
mostly35-ee79-458d-a21a-3e3c4347c707,Non-binary,White,28,Bachelor,7,Project Manager,_RARE_,None,124.4,Yes
mostly73-91cf-4db8-8049-d19f3eb4e3ad,Male,Black,39,Bachelor,6,Software Engineer,"C++, Java, Git",Scrum Master,74.9,No
mostlyfa-6239-494c-8501-26261146d788,Non-binary,Hispanic,24,Master,2,HR Manager,_RARE_,None,52.5,No
mostly59-636e-4435-aa56-3754988cba03,Female,Black,26,Master,0,Project Manager,_RARE_,Scrum Master,120.7,No
mostlyb5-08be-467e-8086-f5d66e281d72,Non-binary,White,58,PhD,13,Software Engineer,"Java, AWS, Git",None,80.0,Yes
mostly58-75e0-40fd-988b-750ba8ebe927,Female,Hispanic,36,Bachelor,1,Software Engineer,"HR Policies, Conflict Resolution, Communication",None,125.5,No
mostlydb-3070-4d74-b2ce-038d5bcb8d48,Female,White,33,Master,8,HR Manager,"Presentation, Networking, Negotiation",Scrum Master,98.7,Yes
mostly2a-4e76-4e1b-b3e1-d49b24fa1533,Female,White,36,Master,13,Software Engineer,_RARE_,PMP,40.3,No
mostlyae-903e-4638-a409-b178a0bf81c9,Female,Asian,34,High School,8,Data Scientist,_RARE_,PMP,126.3,No
mostly37-e3d0-497a-a72d-14973b4f46ad,Female,Asian,21,PhD,4,Software Engineer,"Communication, HR Policies, Conflict Resolution",None,114.9,No
mostly99-5b1a-4e27-ad1c-9304685745ce,Male,White,30,High School,0,HR Manager,"AWS, C++, Java",CFA,51.2,No
mostlyfa-e6d9-4255-ba8e-8bdf3119573a,Non-binary,Asian,39,High School,13,HR Manager,"Presentation, Negotiation, Networking",CFA,52.4,No
mostly95-3148-4a94-8410-4deb4c8bc857,Non-binary,White,34,High School,27,Project Manager,"HR Policies, Leadership, Conflict Resolution",AWS,32.0,No
mostly58-11e2-411f-a5d2-848c1e3c1b12,Male,Asian,48,Bachelor,15,Data Scientist,_RARE_,AWS,82.7,Yes
mostly51-1d4c-4751-b70d-91b12eac4f35,Female,Black,33,Bachelor,5,Data Scientist,"Recruitment, Communication, HR Policies",Scrum Master,39.4,No
mostly0a-c11a-443e-a7a6-3ad5fc2e2bb0,Male,Hispanic,48,PhD,7,Software Engineer,_RARE_,None,67.3,No
mostlya8-2026-48ac-9e2a-7874a54bb7a6,Non-binary,White,26,Bachelor,30,Data Scientist,"Python, Machine Learning, R",Scrum Master,50.4,No
mostlyf9-2832-40bf-9dcd-cc671d63fcce,Female,Hispanic,30,Master,0,Project Manager,_RARE_,None,45.5,No
mostlyf3-c616-4e57-8bfb-531474490d80,Female,Black,49,High School,5,Software Engineer,_RARE_,AWS,78.1,No
mostly39-3c84-453f-9bb6-9e1ad58f1a5b,Non-binary,White,31,Bachelor,8,HR Manager,"HR Policies, Leadership, Recruitment",AWS,63.1,No
mostly94-1c4f-4c14-bf87-7d52de9b3ed8,Female,White,21,Bachelor,4,Data Scientist,_RARE_,None,33.0,No
mostly5c-788e-42f5-9249-a778ab9f5d44,Male,Asian,25,Bachelor,4,Sales Executive,"HR Policies, Conflict Resolution, Communication",AWS,64.1,No
mostly0e-7b36-488b-81db-08024152c901,Non-binary,White,24,PhD,5,Sales Executive,_RARE_,PMP,112.9,No
mostly8e-1ac6-4a51-9385-720224dc5342,Male,Black,39,Master,1,Software Engineer,"C++, Java, Git",PMP,33.1,No
mostly82-9052-41ff-837b-3400afb55904,Male,Black,35,Master,20,HR Manager,"C++, AWS, Git",AWS,61.2,No
mostly45-5be8-4c37-8fec-f9a05e678cc1,Female,Black,32,Bachelor,9,Data Scientist,"SQL, Statistics, Python",Scrum Master,63.0,Yes
mostlya9-f8cf-428b-9da2-1bee0a2deaea,Male,Asian,35,Master,4,Software Engineer,"Networking, Presentation, Cold Calling",CFA,32.7,No
mostly5f-26d8-4faf-9af8-a3184215a1f5,Male,Hispanic,35,Bachelor,18,Data Scientist,"Statistics, SQL, Python",Scrum Master,76.9,No
mostlye6-4a54-4eca-9762-1e72cfb89d5d,Non-binary,White,50,Master,4,HR Manager,_RARE_,AWS,73.3,No
mostlydf-811e-4713-9b0d-f254cc996276,Male,Black,21,Master,1,Software Engineer,"Scheduling, Leadership, Budgeting",AWS,76.3,No
mostly8e-cff4-4a0e-97cd-1e3f096238d4,Male,Black,27,Bachelor,21,HR Manager,"CRM, Cold Calling, Negotiation",Scrum Master,74.7,No
mostly6e-933f-405e-8f20-82801dcbe456,Male,Black,21,Bachelor,9,Project Manager,"AWS, Git, Java",PMP,69.5,No
mostly85-8207-4bb0-a463-55893613de1a,Female,Black,30,Master,0,Data Scientist,_RARE_,None,96.4,Yes
mostly87-d4d1-491d-81bb-e92b1eae64f0,Female,Hispanic,34,High School,5,Data Scientist,"C++, Python, Java",None,78.3,No
mostlyca-d992-4993-ae88-d62a894e4333,Non-binary,Hispanic,33,Bachelor,0,Software Engineer,"Git, AWS, Java",AWS,78.6,No
mostly23-8144-47b2-8d3c-f6e12688bd4f,Male,White,31,PhD,10,Data Scientist,"Agile, Leadership, Scheduling",None,84.4,No
mostly21-88c3-40a1-9336-28790edfcb33,Male,White,24,Bachelor,24,Sales Executive,"Communication, Recruitment, Leadership",None,70.3,Yes
mostlyed-1ba9-4d1d-9ec2-ca0b180680cf,Male,White,38,PhD,15,Data Scientist,"Recruitment, Leadership, HR Policies",None,88.5,Yes
mostly96-64a1-4724-8965-b53d0cce9854,Male,Black,28,PhD,30,Software Engineer,"Statistics, R, Machine Learning",Scrum Master,54.6,No
mostly77-7bbb-44ca-b822-4aabf46a46c8,Female,White,20,High School,5,HR Manager,"Conflict Resolution, Communication, Leadership",AWS,61.7,No
mostly71-183d-422a-8d44-18d6b969c6fe,Female,White,37,High School,3,Software Engineer,"Negotiation, Presentation, CRM",None,39.7,No
mostlyb1-8d8f-436d-b6f2-e3e86ad043d1,Female,Hispanic,35,Bachelor,12,Data Scientist,_RARE_,None,62.3,No
mostly1e-b316-471d-96cd-0496909d5b8a,Male,Black,21,Master,3,Project Manager,_RARE_,Scrum Master,49.8,No
mostlycd-24be-42f9-a34f-9f8da8eb35b0,Male,Hispanic,57,High School,7,Project Manager,"Leadership, Agile, Budgeting",None,72.8,Yes
mostly7a-e6ab-4869-8a3e-f043b4116559,Non-binary,White,46,Bachelor,14,Software Engineer,_RARE_,None,88.6,No
mostlybb-5421-4218-bc29-4ce514084852,Male,Asian,32,Master,13,HR Manager,"Presentation, Networking, Cold Calling",None,79.0,Yes
mostly34-3c26-4b4b-9cdc-6eca8599710e,Female,Asian,28,PhD,20,HR Manager,"Java, C++, Python",None,70.8,No
mostlyd2-c90b-477a-87a8-65f8786ec689,Male,Black,28,High School,24,Project Manager,"Python, SQL, R",None,83.0,No
mostlyf9-c053-4a90-bada-ceda508a51d5,Female,Hispanic,36,PhD,0,Software Engineer,_RARE_,None,69.3,No
mostly36-32d6-4cf8-915f-f26256508c01,Male,White,21,Master,22,Sales Executive,"Machine Learning, Statistics, Python",Scrum Master,66.4,Yes
mostlyd7-8b9e-48ff-ae6c-5eb20aa0e7ba,Female,Other,49,Bachelor,13,Data Scientist,"AWS, C++, Java",Scrum Master,48.4,No
mostlyd0-e549-49f0-aaa0-c694b3be1a11,Non-binary,Other,24,High School,11,Data Scientist,"Java, AWS, C++",AWS,83.8,No
mostly00-75e0-4c20-a53d-c40425439156,Male,Hispanic,23,PhD,12,Software Engineer,"Java, Python, AWS",None,55.5,No
mostlyfe-ffc1-4ffa-aa70-f11a397931c0,Female,White,23,Bachelor,12,Data Scientist,"Leadership, Scheduling, Agile",AWS,72.8,No
mostlydf-a809-474f-b7fb-33cefc37b4e4,Male,White,24,High School,9,HR Manager,_RARE_,PMP,68.7,No
mostlyd2-f50e-44a1-9271-46bbe6d04b4e,Female,White,39,Bachelor,3,HR Manager,"Python, R, Deep Learning",None,74.7,No
mostlyce-330b-412a-9c57-28d99778ea62,Male,White,38,Bachelor,8,Sales Executive,"Python, Statistics, Machine Learning",None,117.3,No
mostly20-9fd9-43bf-be94-cab8e1cb27b9,Male,Asian,20,Master,3,Data Scientist,_RARE_,None,56.7,No
mostly76-1644-42bd-8d0d-7f3b9be6c3fc,Male,Black,58,Bachelor,8,Project Manager,_RARE_,AWS,81.0,Yes
mostly98-2c3c-49f1-808b-836af4cf8a70,Non-binary,White,39,Master,15,Project Manager,_RARE_,AWS,113.9,Yes
mostly94-5eeb-4230-bffb-cebee4cddafa,Male,White,39,Bachelor,27,HR Manager,"Cold Calling, Networking, CRM",Scrum Master,65.9,No
mostlyf9-baba-40a3-91e6-a32b8d6ad72d,Male,Asian,25,Bachelor,17,Project Manager,_RARE_,Scrum Master,92.3,No
mostly6c-3d9b-4902-a826-19f1375a81b0,Male,White,31,Bachelor,18,Data Scientist,"Agile, Scheduling, Leadership",None,73.7,Yes
mostlyd2-9cd7-4662-94e2-6ccb89afc699,Female,Black,21,Bachelor,0,HR Manager,"Machine Learning, Deep Learning, R",PMP,69.8,No
mostly08-79b6-423c-88b7-8325f2ecb36c,Male,Black,32,High School,3,HR Manager,"Budgeting, Scheduling, Agile",None,126.1,No
mostly67-8a22-4feb-869a-1bbef17e46ce,Female,Asian,26,Master,1,Data Scientist,"HR Policies, Leadership, Conflict Resolution",None,124.2,No
mostlyba-c9cc-4daa-9e4a-29329355dd83,Non-binary,White,24,Master,0,Project Manager,"Cold Calling, Networking, CRM",None,67.4,No
mostlyc1-cba1-48ef-802c-bb12c37ab7e3,Male,Asian,32,Master,0,Sales Executive,"SQL, AWS, Python",PMP,106.2,Yes
mostlyca-4fd5-4ea8-acbf-d95ccd71c34f,Male,White,29,Bachelor,4,Data Scientist,"Python, SQL, Deep Learning",Scrum Master,96.4,No
mostly73-3544-49ad-be3e-8086790453bb,Male,Black,55,High School,11,Project Manager,"Budgeting, Scrum, Scheduling",CFA,69.6,Yes
mostlyd5-a534-46a5-81f0-80a4fcf46667,Female,Black,22,PhD,12,Sales Executive,"Scrum, Agile, Budgeting",AWS,76.6,No
mostly38-f8e0-4c76-8748-c6478998fc0e,Female,Hispanic,22,High School,0,Data Scientist,"Budgeting, Scrum, Scheduling",None,71.2,No
mostlyab-b11e-408f-abf7-f63dae8c496a,Male,White,20,High School,7,Sales Executive,_RARE_,AWS,127.5,Yes
mostlyf0-6261-4c34-80d1-e0da4f4ceeb4,Female,Black,36,Master,6,HR Manager,_RARE_,AWS,68.4,No
mostly77-ebae-4320-8afa-02e5433ae2ae,Male,Other,37,Bachelor,0,HR Manager,"Conflict Resolution, Leadership, Recruitment",None,81.5,No
mostly5e-b99c-410e-86ea-9ce5b2d4c8b9,Female,Black,34,High School,8,Sales Executive,"Leadership, Scrum, Agile",AWS,45.7,No
mostlyf3-d589-4cfd-a03c-74c5dbd0deb4,Male,Black,23,Bachelor,1,Project Manager,"Communication, Recruitment, Conflict Resolution",None,114.3,No
mostly9b-bcef-48d4-b979-2d2d7560a72a,Non-binary,Asian,53,Bachelor,30,HR Manager,_RARE_,None,52.9,No
mostly19-9907-447a-8abd-62df68f0dcb3,Female,Black,25,High School,18,HR Manager,"CRM, Presentation, Cold Calling",Scrum Master,81.7,No
mostlybc-a9ff-4e21-b36a-8052062849b9,Non-binary,White,34,Bachelor,13,Sales Executive,"Communication, HR Policies, Leadership",None,68.4,No
mostlyce-b965-4e37-a731-718115ead09b,Male,White,32,Bachelor,0,Data Scientist,"Deep Learning, SQL, Python",PMP,75.8,No
mostly23-a557-4cd9-b73d-4958ce5fc668,Female,Hispanic,22,Bachelor,0,Data Scientist,_RARE_,AWS,81.9,No
mostly27-542a-452b-ab23-04e64c0c7ba4,Female,Asian,34,Master,13,Sales Executive,_RARE_,AWS,73.6,No
mostly8d-2f9d-4fa4-8805-68a4aec9cf9c,Non-binary,White,37,High School,3,Project Manager,"SQL, Machine Learning, Python",AWS,99.1,No
mostlyb5-f28d-4535-a96a-51203b14bad0,Male,Other,33,Bachelor,12,Project Manager,"Python, AWS, SQL",None,76.5,No
mostlycd-8043-438e-a670-8252a99e60ef,Male,White,44,High School,10,Sales Executive,"Deep Learning, SQL, Python",None,104.3,No
mostly39-2c7a-4fd5-b6da-9efbfe0624d6,Male,White,48,Master,0,Software Engineer,_RARE_,Scrum Master,35.5,Yes
mostly66-c9d0-49ca-a6c6-ae9a0b0142c3,Male,White,34,Master,6,HR Manager,_RARE_,None,97.9,No
mostly3c-0a5f-4273-b1e7-c2a4505a01b8,Non-binary,White,34,Bachelor,18,Project Manager,"Python, Statistics, Machine Learning",None,90.7,Yes
mostly80-e39d-4fec-96ee-a0a09cd11746,Male,Black,22,Bachelor,3,Project Manager,"Git, C++, AWS",PMP,69.3,No
mostly46-0a67-408f-b86e-b704454812a2,Female,Black,30,High School,3,Software Engineer,"Leadership, Budgeting, Agile",None,77.5,No
mostly0c-f36a-4e97-bf8f-79649c7ce109,Non-binary,Black,43,PhD,11,Software Engineer,_RARE_,None,97.2,No
mostly47-4ab2-4c29-8ad3-8f5df277a451,Male,Black,39,Bachelor,4,HR Manager,"Git, SQL, AWS",None,100.7,No
mostlya8-f246-48b9-a9c1-5b8fb1531e23,Female,White,27,PhD,17,Sales Executive,_RARE_,Scrum Master,44.4,No
mostly4e-36f6-4d85-911e-f964125e88e6,Female,Black,36,Master,27,HR Manager,"Java, AWS, C++",AWS,64.6,Yes
mostly8e-8dc6-4526-b714-3674ad6e52cb,Female,Other,34,Bachelor,10,Project Manager,"Machine Learning, Python, Deep Learning",Scrum Master,66.5,No
mostlyc8-ecbb-47f9-a21f-b0948b7d79bd,Female,White,43,Bachelor,16,Project Manager,"Scheduling, Agile, Budgeting",AWS,68.8,Yes
mostly6a-ed0a-4a4b-9208-eec942629a6a,Male,Hispanic,56,Master,26,HR Manager,"Networking, CRM, Cold Calling",PMP,79.2,No
mostlyd5-7129-4d63-a0a8-eb6dd8189f89,Female,Hispanic,26,Bachelor,5,HR Manager,"Conflict Resolution, Recruitment, Leadership",None,68.3,No
mostly28-697c-400a-abfb-a1336cd0b96d,Non-binary,Black,25,PhD,10,Software Engineer,"Leadership, Scheduling, Budgeting",PMP,85.3,Yes
mostly12-2f67-4096-a2b1-c600a413a2e3,Female,Asian,39,Master,0,Software Engineer,"C++, Java, Git",None,50.5,No
mostly3a-b2e8-4eb3-82ad-5758a470bf73,Female,White,40,Bachelor,0,Data Scientist,"Communication, Conflict Resolution, Recruitment",Scrum Master,34.8,No
mostly6e-5fd4-4374-8a75-c24a81de0ef9,Non-binary,Asian,28,Bachelor,1,Project Manager,_RARE_,None,56.4,No
mostly54-88c0-4f65-8358-ab7c08a8674b,Male,White,36,Master,3,Project Manager,_RARE_,AWS,40.7,Yes
mostly92-fc1c-47c6-8d8e-a03af8b8559a,Female,Hispanic,46,Bachelor,1,Project Manager,"Statistics, Python, Deep Learning",PMP,62.1,No
mostlyae-e5e0-4150-9d1a-1254f1b2a869,Male,White,23,Bachelor,17,Software Engineer,_RARE_,None,128.0,No
mostly56-e120-4fe8-9939-3c314cfb5f0d,Male,Hispanic,24,High School,13,Project Manager,_RARE_,None,115.1,No
mostly88-74ee-4d46-a6d0-27739dd7bcfe,Male,Black,36,Bachelor,30,Sales Executive,"Python, R, Deep Learning",None,96.7,No
mostly12-bceb-423b-af22-1fa2d59ffa02,Female,Asian,34,High School,6,Sales Executive,"SQL, Python, Statistics",AWS,62.0,No
mostly39-aa76-4ef4-9e7f-6983bb330231,Non-binary,Asian,29,Bachelor,17,Project Manager,_RARE_,Scrum Master,64.1,No
mostlyfa-9b6d-44c9-aec7-6d7895a37794,Male,White,43,Master,0,Sales Executive,"Machine Learning, Statistics, R",Scrum Master,89.8,No
mostly76-67d1-4603-ad58-cf9fc559ee8a,Non-binary,Other,41,Master,9,Software Engineer,_RARE_,None,97.0,No
mostly14-e389-4720-90a9-f6dce09f6150,Male,White,39,PhD,8,HR Manager,_RARE_,None,108.3,Yes
mostly06-df1c-44cd-b783-934ddde6b653,Female,Black,38,PhD,0,Sales Executive,"Python, C++, AWS",Scrum Master,80.4,Yes
mostlye7-20a8-4cc4-909e-433184555538,Female,White,35,Master,24,Sales Executive,_RARE_,None,74.0,No
mostly9d-ce33-4448-9543-54f4cd0b7125,Female,Black,58,Bachelor,18,Sales Executive,_RARE_,PMP,77.1,No
mostlyb6-60ce-4ad0-8461-c94609f05aba,Non-binary,Hispanic,20,Bachelor,13,HR Manager,_RARE_,AWS,71.0,No
mostly09-bf8f-4e7f-834e-d24732202fe3,Male,Asian,27,Master,14,Software Engineer,_RARE_,PMP,102.5,No
mostly90-99eb-41a8-a5d1-20553a57a729,Male,Other,20,Bachelor,26,Data Scientist,_RARE_,PMP,123.3,No
mostlyea-5c6d-4acb-be78-25ecc73901cb,Male,Black,34,Bachelor,22,Project Manager,_RARE_,None,81.5,No
mostlyf3-cf78-4d40-a1c1-999aeb1d3c44,Female,Hispanic,21,Master,4,Software Engineer,_RARE_,PMP,35.8,No
mostly86-5049-4ac2-a127-79b7d6fcdc4d,Non-binary,Asian,26,Bachelor,30,Project Manager,"Scrum, Scheduling, Leadership",AWS,120.9,No
mostly92-1c6d-4e92-b77a-56f1aec0e35d,Male,Black,28,Bachelor,0,Data Scientist,"AWS, Java, Git",PMP,100.9,Yes
mostlyb6-1eca-42d5-a1ff-53284fc39b40,Female,Hispanic,38,Master,0,Sales Executive,"Python, Statistics, Machine Learning",AWS,57.9,No
mostly2b-a42f-4451-957b-17e8f2a77346,Female,Asian,23,Bachelor,1,Software Engineer,_RARE_,CFA,51.6,Yes
mostly95-4cb4-4416-9e3c-7418cb0916c8,Male,Asian,39,Bachelor,20,Data Scientist,"Conflict Resolution, Leadership, Recruitment",AWS,73.9,No
mostlye3-5af4-4f04-bb95-1828ae8872fa,Male,Asian,23,Bachelor,11,Sales Executive,"Networking, Presentation, Cold Calling",PMP,114.8,No
mostly6a-a847-441c-b0d3-011e323968b2,Non-binary,Hispanic,29,Bachelor,20,Sales Executive,"R, Machine Learning, Deep Learning",Scrum Master,62.9,No
mostlya8-431d-4285-be9a-aac1c7f362af,Non-binary,Hispanic,42,Bachelor,0,Data Scientist,_RARE_,None,61.9,Yes
mostly39-e532-4236-9342-6af7840ddc38,Male,White,21,Bachelor,0,HR Manager,"Recruitment, HR Policies, Communication",None,87.1,No
mostlya7-ff65-49fc-991a-05f08fed8ef7,Male,White,39,Bachelor,9,Data Scientist,"Leadership, Scrum, Budgeting",CFA,85.5,No
mostlyfc-e986-432c-b3c4-b550a926e192,Male,Hispanic,29,Bachelor,17,HR Manager,_RARE_,CFA,74.0,No
mostly0a-1269-4fb0-b21d-886d1da85235,Male,Asian,27,Bachelor,26,Data Scientist,"Deep Learning, SQL, Python",Scrum Master,94.5,Yes
mostly61-bef5-45d8-a38d-dd01beb7478e,Non-binary,White,32,Bachelor,17,Project Manager,"Python, Java, SQL",None,80.8,Yes
mostlyd3-d9be-40ed-a56b-a61e775a74fd,Female,White,37,Master,0,Sales Executive,"R, SQL, Deep Learning",None,40.4,Yes
mostlyb3-4e09-4e24-b549-0e22ee22eceb,Male,Asian,39,Bachelor,21,Project Manager,"Python, SQL, R",None,67.4,Yes
mostly5a-62a1-45a5-b76f-7ae1893dd461,Non-binary,White,38,Master,7,Software Engineer,"Budgeting, Leadership, Scrum",AWS,105.4,No
mostly10-f139-43aa-b906-175295ecfdff,Female,Hispanic,20,High School,12,HR Manager,"Machine Learning, Deep Learning, Statistics",None,71.8,No
mostlyd2-64ef-4a26-bb9f-133fffc7254f,Non-binary,White,35,High School,21,Sales Executive,"HR Policies, Conflict Resolution, Communication",None,63.3,No
mostlyc7-896a-4bf3-b7b5-4099b70fc1e5,Female,Black,28,Master,4,Software Engineer,_RARE_,AWS,47.2,No
mostly24-0c89-462e-8f4d-7f856bbb6e23,Male,Hispanic,36,High School,4,HR Manager,"Conflict Resolution, Leadership, Recruitment",AWS,60.2,No
mostly3a-3449-418a-9503-1be47df54e01,Non-binary,Black,25,PhD,9,HR Manager,"Agile, Budgeting, Scrum",AWS,123.7,No
mostlyed-6599-4b13-bd6c-2bfb142c1793,Male,White,25,Master,4,Software Engineer,"Presentation, Negotiation, Networking",None,34.7,No
mostly65-913a-4290-b4ca-8827f82d0079,Female,White,39,Bachelor,16,Software Engineer,"Leadership, Scheduling, Scrum",AWS,96.6,No
mostlydd-bc0f-4085-af17-72eb644a63fe,Female,Black,47,Bachelor,0,Software Engineer,"Leadership, Agile, Budgeting",PMP,54.4,No
mostly01-2693-4435-acf6-30c6d8b4a73b,Female,Black,39,PhD,17,Sales Executive,"Python, Machine Learning, Deep Learning",None,95.9,No
mostlyff-b83a-4257-becc-90a2c478478d,Male,Asian,37,High School,13,HR Manager,"CRM, Negotiation, Networking",None,86.4,No
mostlyc4-dbab-4fa9-a612-0cbed0eea5f9,Male,Asian,20,High School,16,Sales Executive,_RARE_,None,67.3,No
mostly65-0fcc-4d6a-93af-7e2daaaf9bb6,Male,White,35,Master,2,HR Manager,"Cold Calling, Negotiation, Presentation",Scrum Master,74.6,Yes
mostly0f-b2b0-4eb1-9d11-0dd5722f294b,Male,Hispanic,26,Bachelor,27,Software Engineer,"Python, C++, SQL",None,119.2,No
mostly90-ea58-4684-a7cb-c463c1ba4358,Male,White,28,Master,5,Project Manager,"Networking, Presentation, Cold Calling",None,66.0,No
mostlyff-1a96-499b-96c7-86a3d04b59bd,Male,Black,37,Master,3,Data Scientist,"Python, SQL, Java",None,77.2,No
mostly11-1116-4f16-b93a-8aae9d376e4a,Non-binary,White,34,Bachelor,3,Project Manager,_RARE_,AWS,79.0,No
mostlyc6-2e70-44a6-aea0-186d079eb5be,Male,Black,30,Master,8,Project Manager,"Python, Deep Learning, SQL",AWS,105.0,No
mostly60-3b32-430b-a033-a7ebf5802e2e,Female,White,25,Master,0,Software Engineer,_RARE_,None,102.5,No
mostly1f-9df2-48b4-b72e-a9ae5f5c667a,Non-binary,Asian,44,Bachelor,14,Software Engineer,_RARE_,None,102.1,No
mostlyd7-c902-4597-bfa1-3b3d1d954e3c,Male,White,48,Bachelor,0,Data Scientist,"Networking, Presentation, Cold Calling",PMP,85.0,No
mostly3c-f75a-437c-864a-d6f84f13b9a7,Female,White,30,Bachelor,1,Project Manager,_RARE_,None,72.8,No
mostly9c-dd10-48d9-9703-42e14c6c86db,Female,Black,33,PhD,21,Software Engineer,_RARE_,CFA,69.1,No
mostlyd3-4e4c-4117-851f-7f787df4b10a,Female,Hispanic,38,Bachelor,3,Data Scientist,"Leadership, Conflict Resolution, HR Policies",None,67.5,Yes
mostly20-0197-4794-bbbc-f09b8ecea722,Female,Black,33,PhD,0,Software Engineer,_RARE_,Scrum Master,37.7,No
mostly94-4c9b-41d5-abcf-15b000d4b7f1,Female,White,28,Master,11,HR Manager,"Scheduling, Leadership, Agile",None,82.3,No
mostly1c-c526-4689-b26f-914ef7b252e1,Female,White,48,Bachelor,8,Software Engineer,"Agile, Scheduling, Scrum",None,72.3,No
mostlyae-a6e4-4e22-8e47-4e3bdd3c2488,Male,Asian,27,High School,10,HR Manager,_RARE_,Scrum Master,72.8,No
mostly23-25fb-4838-89b3-fb834a2519ba,Male,White,22,PhD,0,HR Manager,"Java, Python, AWS",AWS,99.8,No
mostly6b-a7cc-4959-a47a-0558ed2c11c6,Female,Hispanic,47,Bachelor,13,Software Engineer,"Java, C++, Python",None,76.6,No
mostlye2-047b-4848-a4ce-14234c8311dd,Female,Black,28,Bachelor,14,Project Manager,"Agile, Budgeting, Leadership",None,62.3,No
mostly8a-6542-4200-9d7b-987d91256d3e,Male,Black,20,High School,30,Data Scientist,_RARE_,None,40.1,Yes
mostlybe-be7a-4e0c-a33c-addbd7bc0bd8,Male,White,30,High School,9,Data Scientist,"Agile, Scheduling, Leadership",None,94.8,No
mostlybc-2eaa-4d62-9b89-0a53b64938d1,Male,Black,24,High School,18,Data Scientist,"Budgeting, Scrum, Scheduling",None,68.2,No
mostly19-cf74-4307-b665-435b56fcbce2,Female,White,58,High School,8,Software Engineer,_RARE_,None,71.9,No
mostly7f-9273-4e57-8381-3a32edc038f8,Female,Black,27,PhD,16,HR Manager,"AWS, Java, Python",None,110.2,No
mostlyc2-bba8-4a31-9f99-7130bab11d77,Female,Asian,29,Master,18,Data Scientist,_RARE_,None,76.8,No
mostly3e-0b39-4ed5-8f96-ddd60cb843fa,Male,Hispanic,40,High School,10,Project Manager,"Scheduling, Leadership, Budgeting",CFA,92.0,Yes
mostly0b-7278-4eaf-ba62-fc6d35531fb5,Male,White,23,High School,8,Software Engineer,"Deep Learning, Statistics, SQL",PMP,75.4,No
mostly78-75c2-4de7-ae61-698c085aafc5,Female,Asian,38,Bachelor,3,Sales Executive,"Leadership, Scheduling, Scrum",AWS,68.5,No
mostlyd8-6d9a-4aa4-823e-ac55a247977a,Non-binary,Hispanic,28,Master,16,Data Scientist,_RARE_,AWS,117.0,No
mostly0a-c737-4679-a3e0-858d49b51af2,Female,White,38,Bachelor,0,Sales Executive,_RARE_,None,61.4,No
mostly51-aa8e-4e4f-aa33-4eff9445f5d5,Male,White,20,High School,17,Sales Executive,_RARE_,CFA,79.5,No
mostly8e-32bb-4c2b-a723-c37873c8f46c,Non-binary,Asian,32,Master,20,Project Manager,"Scheduling, Scrum, Budgeting",None,67.8,No
mostly4f-d26d-44d7-9984-947a4dbfffd7,Female,Black,20,High School,5,Sales Executive,"CRM, Negotiation, Cold Calling",AWS,69.0,No
mostlyf7-9611-4340-99e0-4704e77c97cd,Female,Black,27,Master,10,Software Engineer,"HR Policies, Leadership, Recruitment",Scrum Master,33.3,No
mostlycb-d973-4782-9bc2-96de831e6c93,Female,Hispanic,27,Bachelor,11,Sales Executive,"Scheduling, Leadership, Budgeting",Scrum Master,74.5,No
mostlye3-94ee-4385-8294-4650b8b01bb2,Male,White,23,Bachelor,4,Project Manager,_RARE_,Scrum Master,71.1,No
mostly11-dc9b-4a3f-a0a5-508221079577,Male,Hispanic,24,Bachelor,2,Data Scientist,"Communication, HR Policies, Conflict Resolution",PMP,86.0,No
mostly10-f4b4-4a90-b20f-286b1e49657e,Female,Black,20,PhD,8,Project Manager,"Negotiation, CRM, Networking",None,59.9,No
mostly1e-1502-4130-ac8e-d0604f006448,Female,White,33,Bachelor,0,Software Engineer,"SQL, Machine Learning, Statistics",AWS,82.0,Yes
mostly82-da36-4069-a376-08f0b7aa2ef8,Female,Black,38,Bachelor,20,Software Engineer,"Conflict Resolution, Recruitment, Leadership",PMP,57.5,No
mostly50-87f3-42db-9c23-179db0430fb9,Female,White,20,Master,4,Software Engineer,_RARE_,None,74.4,Yes
